content,sentiment
baru pakai sebulan sih tpi lancar2 aja  tidak ada kendala  worth it lah semoga kedepannya makin lancar dan jadi yg terbaik ,1
aplikasi masih sebatas informasi tagiham dan promosi produk paket  belum banyak diskon atau potongan langsung pembayaran  kadang jika dibuka aplikasi ini loading terus ,-1
aplikasinya sangat mudah di pahamin dan memudahkan pelanggan pengguna indihome,1
pelayanan cepat tanggap dan memuaskan walaupun kadang masih lama proses perbaikannya ,1
aplikasi yang versi baru malah jdi bikin pusing dan ribet  sering logout sendiri pas udah mau masuk eh suruh periksa koneksi padahal koneksi data juga bagus ini mah aplikasi nya aja yang bapuk  payah,-1
aplikasi bekerja sangat lambat walaupun menggunakan jaringan yang bagus  mohon di perbaiki masalah ini  and i gift you 5 star  karena banyak yg mengeluh tentang masalah ini,-1
sangat membantu sekali utk pengecekan tagihan  status tagihan  jumlah poin  dan yg paling utama utk pelaporan gangguan bisa pakai aplikasi ini tanpa telp   lagi,1
myindihome applikasi yang sangat bermanfaat bagi pengguna wifi indihome  myindihome simple  easy to use semua bisa di akses dalam 1 applikasi  myindihome memberikan berbagai fitur yang sangat membantu pengguna dalam menikmati wifi indihome dengan nyaman  terima kasih myindihome ,1
kakak ku pake indihome udah 3 tahun tapi 3 bulan terkhir ini gangguan terus  tidak ada internet  padahal bayar tidak pernah telat tiap bulan sinyal nya sering berubah merah  ,-1
dengan aplikasi ini bisa mudahkan segala permasalahan  tingkatkan terus kualitas nya kasih yang terbaik buat para pengguna indihome,1
aplikasi yang walaupun terkadang lemot namun sangat membantu aktifitas sehari sehari  selain itu agak menghemat pembelian kuota ,1
berharga saat sudah pemasangan  dan gak berlaku buat pengguna baru   ,-1
setelah perbaikan beberapa bug untuk update versi terbaru lancarrrr jaya di versi sebelumnya lebih berat di buka sering leg sendiri aplikasi    ,1
untuk saat ini saya sangat puas dengan pelayanan indihome  sedikit saran dari saya  agar diperbaiki bug yang ada  soalnya suka lama loadingnya  terus maju bumn  ,1
aplikasi yang cukup memuaskan  bisa cek tagihan bulanan dan riwayat nya  bisa bayar menggunakan link aja  penggunaan bulanan pun bisa terpantau tiap hari update  jadi bisa ketahuan batas pemakaian kita sampai fup nya berapa  ada aplikasi peduli lindungi juga  serta berbagai macam informasi yang lain baik mau upgrade ataupun yang lainnya  seperti informasi film di netflik  sampai sekarang belum ada kendala   trims indihome ,1
tidak harus bohong  jujur  sayaberlangganan internet  bps  tetapi di pemakaian bertuliskan  new loyalty inet   mbps      kenapa gak  bps  keliru nih app     ,1
mantap  bisa cek paket internet dan biaya lebih cepat,1
penanganan keluhan terlalu lambat  laporan gangguan melalui aplikasi sulit  ada saja kendalanya  kalo bisa ada pengaduan lewat whatsapp   saya kasih bintang lima cuma untuk mendukung bumn aja ,1
ga bisa log in padahal udah terdaftar  dan dulu  biasa aja bisa log in  jd ga bisa loh in pake jaringan wifinya  ntah aneh  tulisannya peningkagan layanan udah hampir setahun peningkatan layana  aplikasi udah terupdate tp teteh peningkatan layanan udah lama gajee,-1
tlong respon dong ini aplikasi saya tdak bisa login dengan alasan sedang peningkatan sistem  padahal udah hmpur sebulan ,-1
sangat bisa diandalkan  sudah 1 tahun lebih berlangganan tidak ada kendala yg berarti semua lancar,1
semenjak berlangganan dengan myindihome lifestyle kami menjadi lebih mudah  praktis dan hemat dalam segi pengeluaran perbulan  thank u myindihome    selalu memberikan pelayanan yang terbaik kepada costumernya  semoga semakin meningkatkan kualitas kedepannya,1
aplikasinya memudahkan sekali untuk bayar tagihan indihome  dan banyak point untuk di tukarkan  mantap pokoknya,1
aplikasi yang sangat membantu bagi pengguna indihome  fitur lengkap dan tampilan yang sangat mudah di pahami,1
 tp sayang beberapa hari ini sinyalnya loading terus,1
aplikasi yang memudahkan saya untuk mengecek tagihan dan lain lainnya   sangat membantu sekali  ,1
aplikasinya cukup membantu untuk para pengguna indihome  tapi tolong optimalkan kembali pelayanan lewat aplikasinya  ,1
aplikasi luar biasa sangat membantu dan memudahkan user baik cek tagihan maupun cek penggunaan data semoga semakin maju dan berkembang,1
terima kasih my indihome  membantu semua kebutuhan informasi agar internet selalu lancar  respon cepat  sesuai dengan namanya    mantap  ,1
kualitas terbaik  bps anti lelet puas dah pake indihome,1
internetan sangant cepat  quota besar tunggu apalagi yg belum pasang  ayo buruan pasang indihome bkn provider yg lain  ,1
mau laporan inet mati aja ga bisa2  peningkatan layanan trs tapi lemotnya ya gitu2 terus  trs aplikasi gunanya apa,-1
jujur pertama saya ragu mau memasang indihome akan tetapi stelah saya lihat teman saya pasang indihome dirumahnya oh sungguh luar biasa jaringan indihome sangat bagus saya  istri   anak saya sangat senang setelah indihome dipasang dirumah saya punya jaringan dan kwalitas terbaik  ,1
jaringannya mantep kenceng banget  harga terjangkau kualitas juara  channel tvnya pun bagus bagus    pertahankan utk pelayanannya juga yaa      ,1
aplikasi yang bagus     sangat membantu pelanggan  bayar gak ribet  komplai gak ribet  pokoknya all in one lah    ,1
mantap makin lama makin kece ini aplikasi ada poin jg yg bisa dtukar,1
saya sangat suka dengan kemudahan fitur fiturnya  membayar tagihan jadi cepat  tampilan sangat bagus dan nyaman  bahkan bisa upgrade internet langsung lewat aplikasi tanpa perlu jauh jauh ke plaza telkom  aplikasi myindihome memang layak saya kasih bintang 5 karena sangat bagus ,1
aplikasi sangat bangus membantu dan mudah untuk melakukan komplain jaringan  juga kita bisa restrart modem via app indihome dan tingaktkan terus kualitas dan pelayananya ,1
aplikasi my indihome sangat membantu untuk melakukan cek tagihan pembayaran dan sangat membantu saat gangguan jaringan wifi bisa lapor gangguan cepat tanpa hrs ke plaza  my indihome sangat membantu,1
sangat mudah di gunakan  untuk melihat sisa penggunaan kuota  ,1
aplikasi myindihome bermanfaat untuk memantau seberapa besar data wifi yg telah kita gunakan bisa memantau berapa koneksi hp yg tersambung di wifi kita dan ada point juga untuk bisa di tukar dapetin hadiah2 yg menarik  ,1
wah pakai indihome sangat efektif  efisien dan simple  internetnya lancar jaya tanpa ada kendala  indihome keren dan bagus banget ,1
keren aplikasi nya bisa monitor tagihan dan pemakaian realtime,1
sudah bagus kinerja aplikasi ini  saran saya di upgrade lagi kecepatan loading membuka aplikasi  tks,1
harga bulanan nya murah banget      mbps   tp kecepatan upload n unduh nya g da kendala  saya sudah  tahun berlangganan    ,1
mantap sekali  pelayanan nya sangat memuaskan sangat membantu sekali cs nya  alhamdulillah dapat reward dari upgrade speed  terima kasih my indihome ,1
aplikasi yg sangat simple dan mudah pemanfaatanx  pembayaran  belanja online  tranfer dll dalam 1 aplikasi   rahasia trjamin serta transaksi di jamin sukses   semua dlam 1 genggaman dan tanpa ribet   sukses selalu myindihome    ,1
riview untuk indihome  saya pasang internet ini sejak 1 tahun yg lalu   dulu awal² pasang sering gangguan  karena kata teknisinya kabel fibernya sambungan jdi nggak bisa maksimal  tapi sekarang sudah membaik  sudah tidak sering gangguan lagi dan jaringan juga lebih stabil   apalagi paket saya ada new loyalty jadi makin kenceng internetnya   mungkin besok beberapa bulan kedepan kalau masih stabil saya akan upgrade speednya lagi   thanks you indihome untuk pelayanannya selama 1 tahun lebih ini,1
alhmdulilah  puas selma ini berlangganan indihome sejak dari   smpai saat ini masih selalu setia berlangganan jaringan pun selalu ok jarang pernah gangguan pelayanan baik semua sistemnya   ok lah  teman tetangga saudara aku sdh rekom untuk berlangganan indihome saja karna memuaskan  gak mau ah ganti yg lain tetap indihome selalu di hati semoga sukses lancar selalu buat indihome trmkasih,1
aplikasi yang sangat membantu jika ada masalah  responnya sangat cepat,1
myindihome aplikasi yg sangat praktis buat yang mau pasang wifi indihome pertama kali tinggal berlangganan melalui myindihome aja bisa pilih paket internet  tv  telepon  dll sesuai kebutuhan masing2  selain itu juga bisa upgrade paket  tambah speed  renewal speed wifi dengan mudah di myindihome langsung  buat yg pengen sinyal kenceng dari sudut ke sudut juga bisa pasang wifi extender melalui myindihome langsung  banyak promo2 poin myindihome yg bisa ditukerin voucher belanja dan diskon tagihan ,1
sangat membantu dalam pengecekan tagihan dan juga mudah dalam melakukan pembayaran melalui linkaja,1
aplikasinya cukup baik memberikan kemudahan saat mengecek tagihan pemakaian fup  serta yg paling bermanfaat bagi aku adalah fitur addon sod bisa up sampai speed  bps disaat lg butuh pada hari tertentu dan satu lagi fitur tuker pointnya mantap dikarenakan aku pernah menjadi salah satu pemenang tuker point my indihome mendapatkan saldo  t di top up ke link ja terima kasih indihome  ,1
aplikasi banyak bug  tolong dimaksimalkan dong aplikasinya  untuk mengelola akun aja tidak bisa terjadi kesalahan terus  mau sampai kapan terjadi kesalahannya   bintang akan bertambah ketika aplikasi sudah tidak bug,-1
mantap  pelayanan bagus dan ramah,1
bagus  cuman harus ditingkatkan kualitas aplikasi nya biar lebih bagus lagi ,1
mantap bisa nyelesain semua masalah wifi disini  ,1
goodjob  untuk area purwakarta penanganan cepat  sinyal aman tanpa kendala  untuk loyality reward nya sangat membantu   semoga setiap tahun terus di upgrade speed nya   terimakasih indihome  ,1
mantap aplikasi indihome bisa cek pembayaran fitur lengkap dan update info yg sllu baru  kekurangannya kadang agk lambat wktu buka beberapa fitur tlg diperbaiki bug ny biar tambah joss   ,1
aplikasinya masih berfungsi gak sih ini   soalnya peningkatan layanan terus   di butuhkan harus menunggu lagi peningkatan kualitasnya   bahkan sudah  hari full saya tunggu blm bisa di akses   layanannya kurang bagus ini  di hapus ajalha kalo gak guna  ,-1
adanya aplikasi myindihome memberi kemudahan dan kenyamanan untuk mengelola layanan indihome tanpa harus keluar rumah sehingga efektif menghemat waktu,1
aplikasinya bagus  sangat membantu bisa mengontrol pemakaian dan cek tagihan  kalo bisa tambah bintang  mau kasih lagi bintang nya,1
setiap buka aplikasi ini tolong loadingya jgn lama sekali tolong diperhatikan gan ya,-1
aplikasi jualan internet tapi aplikasinya berat dan lemot  menu smoaa juga gak bisa dipencet    ,-1
aplikasi myindihome ini sangat memudahkan pelanggan dalam mengetahui kuota internet telpon dan informasi tagihan berjalan  kalo mau tambah layanan juga bisa serta pengaduan layanan  mantap,1
laporan pertama pada aplikasi langsung ditangani dengan baik  keep doing good work ,1
aplikasi yang sangat membatu pelanggan indihome  terdapat berbagai fitur menarik mulai dari melihat tagihan indihome  mengecek fup internet  fitur layanan paket tambahan dan add ons  serta terdapat fitur bantuan pelayanan ganguan  serta terintegrasi dengan peduli lindungi ,1
saat buat laporan gangguan  selalu muncul maaf kami sedang melakukan peningkatan layanann     kapan selesaianya   ,-1
aplikasi yg sangat bermanfaat  fitur nya lengkap  bisa cek pemakai tagihan dan banyak juga tawaran promo2 terbaik ,1
sangat mempermudah informasi perihal indihome dengan berbagai penawaran program yang menarik  pokoknya the best indihome,1
aplikasinya bagus   memudahkan pelanggan untuk tau berapa perangkat yg menggunakan wifi  memudakan pelanggan untuk mengetahui penggunaan bulanan  dan memudahkan pelanggan untuk membayar indihome,1
aplikasinya bagus dan sangat membantu untuk kemudahan penggunaan indihome,1
aplikasi yang sangat membantu customer  bisa untuk cek tagihan cek penggunaan dan juga bisa upgrade speed jd lebih mudah tanpa harus datang langsung ke kantor telkom  bisa juga untuk lapor ketika mengalami kendala pada layanan indihome tanpa harus menghabiskan pulsa ,1
sangat puas dengan pelayanannya  cepat tanggap,1
mantap banget aplikasinya  memudahkan buat cek tagihan dan lain lain tentang indihome   like   ,1
aku tuh seneng banget pake aplikasi    gak ribet  banyak pilihan menu untuk pemasangan paketnya  banyak promonya jg gila sih  belom lagi dpt cashback  trus customer servicenya juga fast respon   pokoknya top bgt   makasih myindihome,1
nomor yg saya gunakan daftar aplikasi sudah tdk aktif  jadi gak bisa masuk  harusnya email saja sudah cukup,-1
sangat membantu dan responsif setiap ada komplain  pokoknya gercep deh,1
untuk update saat ini bagus  lebih ringan daripada versi sebelumnya  lebih cepat juga untuk loadingnya  terimakasih ,1
aplikasi nya sangat memudahkan pelanggan indihome  moga kedepannya makin baik terus indihome  ,1
wiiih makin mantap niih   lebih memudahkan pelanggan setia indihome  entah untuk add on  berlangganan tambahan  maupun untuk cek tagihan  dan penawaran2 yg sangat recomended  semakin mudah untuk mengetahui informasi2 yang sudah tersaji di aplikasi ini  keren  apalagi sudah tertera peduli lindungi buat pelanggan yg suka mampir ke mall  cafe  dll  jadi menurutku udah gaperlu repot2 buat download aplikasi peduli lindungi itu sendiri yaa wkwk   di aplikasi myindihome sendiri udah ada aplikasinya  ,1
aplikasinya ringkas dan simple  cek tagihan dan pemakaian kuota bisa dipantau  i love it  ,1
responsif saat adanya informasi dari pelayanan gangguan  sangat terbantu dengan kendala² yang pernah saya alami  teknisi memahami betul berbagai kendala yang terjadi  menjadi app mobile yang friendly user  tapi sering terjadi loading yang agak lama  semoga app nya dapat ditingkatkan lagi menjadi lebih baik dan ringan ,1
proses order pelanggan baru mudah      jam pemasangan instalasi beres  dan layanan langsung bisa digunakan  koneksinya super jossss  pembayaran transparan  mendukung untuk segala urusan di dunia online  terimakasih indihome ,1
aplikasi tidak berfaedah laporan gak ada gunanya  karena tidak ada tindakan  kecewa masa setiap bikin laporan gangguan  muncul  kami sedang meningkatkan layanan  gaje,-1
selama menggunakan aplikasi ini  pemantauan penggunaan dan tagihan indihome saya sangat mudah  ditambah mendapatkan poin yg dapat ditukarkan dengan voucher dan banyak marcendise menarik dari telkom  pokoknya sangat nyaman dan easy use lah si aplikasi ini  terimakasi indihome  lets make the great app forever,1
sejak pemakaian    aplikasi ini mengalami pengembangan yg baik  masih ada bug  khusuanya pada menu saldo  mohon diperbaiki secepatnya tim dev myindihome  salam sehat ,1
menurut saya bagus sih  setiap ada kendala pasti langsung gercep mengatasinya meskipun sampe tengah malam pun masih bisa melayani dengan baik terimakasih indihome,1
aplikasi yang sangat membantu tanpa menelpon    nganguan jaringan wifi dirumah bisa teratasi dengan cara melaporkan nganguan di aplikasi ini masalah teratasi tanpa ngedumel   ,1
jaringan sangat kuat  jarang sekali truble dan respon cepat apabila ada gangguan mudah² bisa dipertahankan bahkan bisa lebih dari yg sekarang   ,1
aplikasi yang sangat bermanfaat dapat mengontrol penggunaan kuota indihome sampai akhir bulan  banyak tawaran menarik  banyak promo penukaran poin  mudah di akses tampilan yang nyaman di mata  pokoknya mah maju terus indihome indonesia jadi yang terbaik  ,1
aplikasi sangat sangatt mantul   kirim pengaduan  sejam kemudian tekhnisinya langsung dtg,1
selama saya pakai hampir 1 tahun aplikasinya lanjar jaya buat pengaduan juga diresponnya cepat,1
membantu banget  urusan sekolah  social media dan entertaiment jadi aman nyaman terkendali  mantap  ada eror  cs nya gerak cepat panggil teknisi good job buat kita semua dah ya ,1
aplikasi ini sangat mantap  kita mau bayar ndak perlu repot2 keluar rumab apalagi musim pandemi  menu menunya mudah dimengerti pemakianya juga mudah  banyak penawarn yg menarik juga yang bisa di akeses di aplikasi   pokoknya aplikasi ini maknyusdah,1
tampilan menarik dan banyak pilihannya  terima kasih,1
aplikasinya sungguh membantu untuk semua informasi yang kita butuhkan seputar indihome  sukses selalu indihome   ,1
lebih mudah berinternet cepat aksesnya murah meriah lebih hemat di kantong bisa dipakai sekluarga internetnya pokoknya rugi klo tdk pakai jaringan indihome   ,1
update terbaru aplikasinya sangat mudah digunakan  apa lagi sudah memiliki informasi paket yang kita miliki serta jumlah tagihan perbulan yang harus dibayar   bravo myindihome ,1
versi terbaru lebih simpel pemakaian   kuota fup jg terus update,1
sangat bagus  selama 1 tahun lebih memakai aplikasi ini  tidaka kendala dan untuk pembayaran indihome nya lewat aplikasi ini mudah ,1
mantaap lebih mudah dan lebih praktis mudah digunakan,1
aplikasi yang sangat efisien dan membantu saya dalam segala pekerjaan dan aktivitas ,1
tingkatkan terus jaringan dan klo bisa channel tv nya juga di tingkatkan lagi pokonya hanya bintang yg bisa bicara,1
sangat membantu untuk mengecek kuota atau fup dan pembayaran perbulan bahwa sudah di bayar atau belum terlihat,1
indihome sangat luar biasa kecepatan fiber optiknya seperti gelombang air laut tanpa ada hambatan  ketika ada trouble cs indihome dimulai dari email cepat tanggap  telkom sangat terpercaya ,1
indihome sangat membantu  jaringan nya pun sangat kenceng dan tidak lemot,1
aplikasinya sangat bagus dan mendukung dalam memantau layanan indihome rumah saya  good buat indihome,1
terima kasih buat team indihome sekarang internet nya makin stabil bisa banget buat ngegame sama download nya cepat dan untuk pemasangan pertama nya murah banget makasih indihome,1
kualitas jaringan nya indihome jelek banget  mahal iya menang ketersediaanya aja sih di hampir wilayah tersebar banyak cuma dari segi sinyal its so bad  ,-1
sangat membantu  apalagi kalau jaringan mulai lemot  minta bantuan di aplikasi langsung ditangani  terimakasih indihome,1
pemasangan indihome yg kedua kali  sempat vakum satu tahun setengah dan kembali lagi ke indihome  pelayanannya dari keluhan internet dan aplikasi sejauh ini sangat memuaskan dan responya juga cepat baik via email  twitter  wa dan aplikasi my indihome  pertahankan pelayanan agar tidak ditinggalkan konsumen  terima kasih,1
sangat memuaskan dgn aplikasi myindihome bisa lihat tagihan dan pemakaian dll banyak manfaatnya,1
saya masuk aplikasinya susah sekali  lagi peningkatan layanan lah   periksa konektivitas lah   sampe skrg blm brhasil login,-1
myindihome memudahkan sekali untuk mengatur wifi kita  dari bayar tagihan sampai mau up kecepatan internet atau tambah fup lebih gampang dan praktis lewat aplikasi myindihome     ,1
tidak bsa masuk meskipun sudah entri otp berkali kali,-1
sangat bagus dan mudah digunakan  banyak promo juga  sippp,1
aplikasinya lebih ringan  fitur lengkap  semoga ada fitur tambah cashback pembayaran indihomenya,1
sangat ramah pelayanannya  cepat tanggap  sukses selalu indihome semakin terdepan melayani custumer    ,1
aplikasinya bagus juga sih lumayan lengkap fitur nya tapi kadang masih suka error,1
kecewa dgn paket smoa yg diambil  info awal setiap bln otomatis lgs  tp pas bln juli dtgl   mendapat notif paket akan berakhir  bknnya juli sd tgl   yaa  terus tgl   bener paket tdk ada    hrsnya klo info awal setiap bln otomatis kan ngikuti tgl perbulan aktif yaa bukan per   hari  pdhl kami tdk pernah telah bayar indohome  waktu bln maret sempat dilaporkan alhamdulillah mei aman   nah koq di bln juli kejadian lagi,1
mantab  jd lebih mudah melaporkan kl ada gangguan teknis  ,1
pelayana lndihome sejauh ini bagus tdk ada keluhan berarti  aplikasin myindihome juga bagus menarik  banyak feature2 extra terkait layanan indihome  turunkan lagi harga langganannya  pertahankan kualitasnya dan terus kasih bonus2 poin  biar ga bakal pindah ke lain provider2 yg ga jelas itu   hehe,1
gabisa login  katanya masalah koneksi tapi status sinyal saya bagus,-1
aplikasinya bagus interfacenya gampang tapi kadang mau ada error  udah update data dari sini gak kebaca di sistem indihome,1
aplikasi yang bagus banget  keren  selalu ada promo untuk tukar point  dan bisa juga untuk cek tagihan  chat ke cs jika ada kendala jaringan  pokonya top banget deh,1
aplikasinya sering mabok  keluar masuk sendiri  bentar bentar verifikasi  bolak balek verifikasi kemudian pening sendiri keluar   kami sedang perbaikan layanan  wkwkwk  vendorin aja aplikasinya biar sempurna,-1
signal nya stabil  pelayanan petugas jika ada kerusakan cepat tanggap dan ramah ,1
aplikasi yang memudahkan pelanggan  bisa cek penggunaan bulanan  perangkat yang terhubung  cek informasi tagihan  bisa tambah add on secara mudah  ada poin yang bisa dikumpulkan untuk ditukar dengan berbagai macam penawaran promo dan merchandise juga serta mempermudah atur ulang sandi  juga  user interface nya juga makin kesini makin oke  mudah dipahami dan mudah digunakan  sudah hampir tiga tahun pakai indihome dan happy banget ada aplikasi ini   ,1
aplikasi yang sangat membantu tentang pelayanan indihome,1
my indihome dari telkom adalah suatu aplikasi yang sangat berguna untuk memonitor penggunaan wifi di rumah saya  di mana aplikasi tersebut memberikan detail pemakaian  dan tampilannya itu sangat bagus dan sederhana untuk digunakan  tidak ribet  untuk menu menu pembayaran terdapat riwayat serta aktivitas pembelian yang telah kita lakukan  ada pilihan penukaran poin untuk berbagai macam hadiah menarik yang selalu ditunggu ,1
aplikasi ini membantu banget buat tahu berapa tagihan bulanan kita  kapan kita bisa bayar tagihan  status pembayaran yang udah kita bayar  dan kita bisa cek berapa orang yang pakai wifi  banyak info info promo segala macam promo yang bisa kita pakai biar lebih hemat  keren lah aplikasi ini membantu kita banget  makasih yaa myindihome   ,1
aplikasi my indihome sangat membantu  bayar tagihan  check tagihan dan banyak fitur lainnya untuk mempermudah kita dalam mengakses berbagai macam pilihan fitur yang kita butuhkan  fitur favorit ada tambahan cloud storage yang dapat membantu kita menyimpan file secara online dengan berbagai macam pilihan  selama ini penggunaan jaringan juga memuaskan tidak ada kendala ,1
applikasi ini sanggat membantu n praktis bisa upgrade speed dll memantau pembayaran tagihan  bisa nabung  tukar marchant  dll tanpa ribet skarang ada peduli lindungi jg ,1
woke app bagus  cukup membantu untuk pengecekan dan pembelian paket tambahan  semoga kedeapannya lebih banyak fiturnya ,1
udah order 5 kali ga ads kejelesan pasangnya kapan   eh yg chat malah calo indihome sy bilang calo krn dia minta data ulang seperyi foto ktp foto selfi bareng ktp  setelah saya konfimasi ke cs indihome  pihak indihome bilng jngn berikan data   krn data itu hanya lwt aplikasi ada lg yg chat ktnya dariindihome   sama juga tujuannya 1 kali teknisi asli yg chat ktnya mau cek tp hbs itu hilang kabar   yg jadi pertanyaan sy nomor hp sy kok bisa di ketahui sm calo yah  internalnya anda perlu dibenahi,-1
aplikasi indihom memang tambah bagus dan fitur2 nya tambaj lenkap mantap semoga di pertahankan,1
awalnya didaerah saya tidak terjangkau   setelah nunggu beberapa minggu akhirnya terjangkau juga pelayanannya cepat dan sekarang sudah jalan  tahun berlangganan,1
tidak dapat digunakan buat laporan gangguan  buffering terus  internet super lelet hanya  bps  seharusnya saya terima  bps ,-1
aplikasi sangat membantu dikala indihome dirmah mengalami gangguan sinyal dan sebagainya   ,1
aplikasi indihome sangat membantu untuk mengetahui pemakaian internet  bayaran yang harus dibayar setiap bulannya dan add ons yang mudah jika ingin tambah kecepatan internet  semangat dan sukses selalu indihome   ,1
aplikasi sangat membantu untuk memantau penggunaan kuota perbulannya dan sangat mudah digunakan,1
aplikasi ini sangat membantu saya jadi bisa cek tgl pembayaran saya dan juga bisa lihat paket apa ajah kapan ajah mkasih myindihome sukses slalu   ,1
indihome sangat membantu dimasa pembelajaran daring  harganya murah kecepatan internet juga tidak diragukan serta penanganan dalam komplain ditanggapi sangat cepat  apalagi indihome punya aplikasi ini juga sangat membantu  sukses terus indihome semoga semakin maju   ,1
aplikasi nya sangat membantu saya ketika ada gangguan atau kendala lupa no pembayaran   terimakasih myindihome  ,1
kenapa harus menunggu 1 jam salah isi password  update terbaru mengecewakan saat mau loging   akun sendiri tapi di persulit ,1
sangat mudah untuk digunakan dan dipahami sebagai user baru,1
bagus     sangat membantu untuk pelanggan indihome   dapak melihat pemakaian  jumlah tagihan dll terkait indihome  respont cepat ,1
aplikasi my indihome mempermudah saya melihat biaya tagihan  kendala bila wifi sedang trouble  melihat jumlah pemakaian,1
kurang memuaskan karena setelah selesai update aplikasi haru re log  selain itu proses re log tidak bisa lanjut jika ada peningkatan layanan  semoga cepat diperbaiki,-1
aplikasi nya sangat berguna dan sangat bermanfaat  semoga kedepannya makin lebih maju dan berjaya   myindihome mantap ,1
aplikasi sudah lebih baik mohon dikembangkan juga untuk free call untuk pelanggan yang membutuhkan bantuan  pengaduan gangguan  via aplikasi indihome    terima kasih,1
saya sudah lama berlangganan indihome dengan segala fasilitas yang disediakan mulai dari paket data  entertaiment sampai teleponan  memudahkan segala urusan yang berhubungan dengan it dengan pilihan2 paket atau kecepatan yg didaftarkan  bahkan saya merekomendasikan ke keluarga dan kawan2 kantor  terima kasih indihome semoga tetap berjaya ,1
mbok yo di perbaiki    aplikasi berat saat di buka      utamakan pelanggan    jangan fasilitas pegawaimu saja yg di prioritaskan     udah mahal    fasilitas   aja ,-1
udah di update   tapi ke cek poin malah balik lagi   pdhl mau ngeliat dapet promo apa  mengsedih  ,-1
sangat baik  dan membantu dalam kerjaan saya   sukses selalu dan tambah lebih baik lagi    ,1
pemakaian tetap tapi kenapa fup semakin cepat disetiap bulannya setiap mau renew ada sistem maaf kami sedang melakukan peningkatan kpan my indihome jadi yg terbaik bagi pemakainya,-1
aplikasi myindihome memudahkan saya untuk memantau pemakaian intenet di rumah  selain itu  banyak fitur menarik didalamnya  ada pengaduan masalah  tukar hadiah  bayar tagihan   sudah beberapa kali tukar hadiah lewat aplikasi myindihome   tinggal ke plaza telkom terdekat lalu tukar poin ke cs nya ,1
sangat membantu untuk belajar anak saya ,1
untuk fitur ubah sandi di aplikasi myindihome masih sering gagal  mohon untuk diperbaiki ,1
user tidak dibolehkan mengganti alamat ip kualitas latency sinyal yang sangat buruk tidak sebanding dengan harga pelayanan yang sangat buruk provider yang paling menguji kesabaran overprice,-1
hallo saya pengguna my indihome menurut saya kecepatan   koneksi indihome terbaik di daerah saya dibanding provider internet lainnya  saya sudah mencobanya  untuk keluhan tim cs nya sangat membantu  cepat  trims indihome  jayaaa selalu   ,1
info penggunaan internet   internet fair usage   sering tidak update  tau² sudah masuk fup      ,-1
pada aplikasi terdapat menu atur jadwal pemasangan  ternyata realitanya berbeda dilapangan  yang atur jadwal tetap pihak indihome bukan konsumen  harusnya dihapus saja menu atur jadwal pemasangan tidak bisa digunakan realitanya ,-1
alhamdulilah fitur bantuan perbaikan cepat ditangani  semoga aplikasi my indihome bisa berkembang dengan baik ,1
aplikasi sangat user friendly  lebih mempermudah pelanggan dlm pelayanan  cepat respon terhadap gangguan layanan dll ,1
kok aplikasinya lola ya  clear cache sudah  update sudah  jaringan pakai indihome yg  bps  ,-1
penyedia layanan dan fiturnya lengkap untuk informasi nya juga ada aplikasi nya selalu upgrade menyedikan pelayanan baru,1
aplikasinya sangat bagus karena dapat membantu saat membayar wi fi,1
mantep si ada app myindihome  jdi bisa mmpermudah laporan jika ada kendala  untuk respon penindakan jika ada kendala jga gercep  langsung dieksekusi besoknya ,1
hallo  saya sudah beberapa bulan tidak bisa login my indihome  sehingga ketika ada kendala dengan jaringan sedikit kesulitan untuk pelaporan  dan yang lebih penting tidak dapat memantau tagihan serta penggunaan ,-1
aplikasinya sangat bagus  memudahkan para pengguna dan tidak di putar putar ketika bertanya ,1
saya beralanggnan lama dan hasil nya memuaskan dengan myindihome ini jadi di permudah dan banyk promo promo yan ada  ,1
my indihome terbaru  lebih bagus tampilannya  lebih canggih featurnya  lebih baik  lagi     semoga menjadi kan layanan lebih baik terus,1
salah satu aplikasi provider yg ga pernah gagal  selalu menjadi pilihan nomer satu buat saya  yang dimana pelayanannya baik  ramah dan fast respon saat ada kendala ketika dihubungi  siapa lagi klo bukan my indihome  selalu ada dihati masyarakat indonesia ,1
sering error kalau klik menu pengaduan,-1
knpa smooa bermasalah terus ya  kmrn aplikasi myindihome yg susah dibuka  skrg smooa nya gk bisa di klik  mana bulan lalu smooa nya gk jalan  di dm di ig berhari2 dpt jawaban yg gk jelas  smpai sy call center    pun gk jelas  cs nya minta tolong sy tdk telpon berulang karna katanya tiket call sy sdh trcatat  tp gk ada jg call backnya smp skrg  akhrny sy brhnti brlggnan smooa dulu  baru berlangganan lagi  baru deh masalahnya akhirnya saya selesaikan sendiri  customer service nya gk berguna ,-1
indihome memang ok diantara providers yg pernah saya pake indihome yg paling stabil  kecepatan sesuai dgn paket yg di pesan sinyal full harga terjangkau sesuai kantong pokonya jgn ragu pelayanan sigap gercep daftar sore paginya dah di pasang pelayanan ramah dan memuaskan terimakasih atas kerjasamanya  ,1
masih banyak kurang dari aplikasi ini  masih sering lelet ketika masuk ke aplikasi  dan fitur penukaran poin pun masih kurang  but it  okey  tidak ada aplikasi yang sempurna  dan lebih baik terus berbenah untuk kemajuan indihome    ,1
saya sangat merasakan dalam hampir setahun pasang indihome minim gangguan  semoga kedepan lebih baik lagi pelayanannya  sukses selalu   bravo telkom,1
